videoid,fid_value
17833704,227.58864215998733
11295197,110.69967490606166
5289475,190.43328495105743
17284758,72.96221640631381
17722498,132.67847625371155
10397586,94.36679398174115
4502519,102.08493614181222
10397583,124.55726275260933
12901553,115.67542328315628
12444626,79.65827296817316
3829707,157.74754621211244
4117439,266.6482694934776
4180659,108.67219097126903
6577822,78.34913779810347
2355571,275.50621962046694
6631722,284.8181508059532
1094478,151.56474999650774
4464038,138.54802891319116
6396993,188.68279705965708
4215907,223.92572426585002
6602509,148.4370425795758
4196252,251.93956218452712
7055400,83.88161458991848
3873088,185.78094864090548
4823673,246.16249444519195
17143337,250.79326727236474
15686379,184.95101829178464
4091648,111.46336709037615
4259000,258.05970841895316
10433379,278.1959173427301
5585328,145.41656601318573
5045065,180.47840681614443
4519567,249.25973554545453
18101986,179.64982979513954
3191807,313.9795117954915
3704164,188.62405904643077
3048203,257.1808160920723
4733114,276.85614248944523
5905102,212.4172403680893
4912529,337.2720510934156
4332657,344.7763482477785
4115682,182.51719460208108
17892955,101.45722178109878
4684304,278.42397740329034
5068257,210.8961747284505
5146511,235.3535304652593
11599395,396.2283707569416
3998956,233.911400686291
3755533,408.99796984635316
4281280,271.4902039481262
4264960,183.64442414200113
19401541,315.6840708724229
6005174,324.9980598950058
3335461,194.8358344624575
4361065,292.74134168420704
5778859,356.92006405446523
3969240,97.35341027622819
4919748,309.3803983781878
4301031,253.9785611620694
5418380,208.12311947255708
10544168,244.8746104792225
4823200,276.29957854193464
4742386,380.2072310885372
12130356,257.4007183739185
6572844,258.6693211193002
10265180,287.8138973234352
10601403,443.9685451959188
12350428,229.77567325046903
11627817,368.90904258167916
6022791,306.9511386483488
13728896,339.25579114743863
6192899,226.243112736694
5601396,270.24256030811847
4866633,245.18630312771197
15809779,174.28030331122682
6498976,338.48870187080763
5614323,272.41952123264537
3987788,311.3112596631528
6388877,246.4490313401011
5565597,251.95725511529932
6136996,160.9642551819089
5423855,144.34866431988667
4779526,255.87398645380966
5833000,357.81667053575393
6654160,312.46411172300327
5592507,350.21684562189813
6557764,394.2504729083949
4088836,224.03480160689185
3010216,281.7201404136741
4983696,330.8719433041619
5127006,221.54178907849086
15622734,259.84025777188947
4011754,121.34315950595614
5039715,274.1662983000293
4260132,246.77771657924887
6798929,365.4932860225501
3998443,386.7192302284312
4127749,253.28387722927587
10304640,157.31833192241538
2772887,168.83285457420834
18169527,141.33560742151937
5728448,236.87749393946646
18512155,78.07267131394848
6517446,233.46942820694062
6564894,215.573684594854
5266798,202.10210233318676
5170027,174.89129120881898
6254168,277.1168163249676
5752374,162.48006483837506
4912366,247.74952252821976
5266801,177.23488447159346
3064249,36.82849031296724
1596893,165.33346119224575
5422332,187.6769173572622
6940546,283.16238957184873
4961501,277.55710440208645
4936278,228.86322783673455
2795737,226.36874402981735
5901661,325.0588531365241
4811481,153.37501040907011
3831899,292.9404663606164
6222565,228.6282738585477
4621694,426.10236235496063
5219155,284.18032323307483
6657751,384.2605191538072
6386891,385.0987735223853
4122394,312.73419850758745
14058786,277.97947677661733
6338349,122.36007477884216
3918001,240.70195394247884
6101001,90.34574678173166
4174393,113.51616609006535
5243235,165.29636592876514
6293127,295.9136921962637
6531708,216.84652973645632
6601568,344.9218709817746
6739971,210.13145311662882
18106001,220.49484493949316
12551438,180.0762322045021
5272731,255.22670582928376
6830129,321.8869713007953
6784504,313.8679764959082
14171491,94.10971375023254
6758573,272.6345244812044
5531652,412.8832758204362
4292582,182.94494921638122
4181142,296.54299965306865
13024528,216.77927579420404
4702346,198.17914758185717
10660697,264.8559982713511
6636879,315.13435050380895
5365217,212.64834204253555
12340481,325.6041230666664
5383111,402.52519892857504
18904898,100.66233615539024
5837630,291.2276699585197
4109280,172.78736881490934
6813385,407.17500794021987
3444517,240.0386772626372
10609741,271.8464102386002
6153453,322.7106072480414
5487996,264.20651883730017
5544711,318.7893551887886
6620530,250.1286512867372
4667157,223.3632595408207
5272509,373.05505976945506
3682358,284.9534756200482
10045009,300.5896340387932
10653833,368.349647995904
4486542,72.55318643605358
5355805,275.57638443789165
4021633,184.73353717287287
4945129,235.19496058043717
5526384,137.50049199778962
6377452,305.6301701851793
6900581,269.5601658904308
6390399,184.54141024258246
4754211,265.11940326131787
6765431,264.47179858338905
4236743,298.89068317365
5752172,177.0138434893235
3722527,183.98495815873056
14259375,279.51313875193017
17314241,306.28443519169736
4474880,214.63575199192948
6740728,165.69053216807004
6123059,292.4362447166547
6944458,335.96360181454844
4504394,313.3681035687331
5401753,361.67002457447654
4874688,185.89262526598768
5891314,377.2298555578625
5847997,257.16468792204927
6022790,291.8796929607237
6339362,287.1924953211243
6684685,296.98168913664085
4124190,305.39937498404316
6121197,433.410642125327
4169122,258.9395272288693
3044653,345.88274020587363
6098178,245.02901731594605
6672369,229.90027971079658
6754427,283.06677044281207
5282319,221.18582597773155
4174113,271.2342756884798
6658856,248.40707109445262
4507874,171.02129156303482
5586821,182.01947326566884
5637325,271.5308759218916
5200025,241.30535001168192
4374509,292.53487841605823
5478744,302.1002084744544
5227228,294.01541247223037
4166271,142.65760162793364
3585876,134.96586393626993
6896045,240.72201195896656
6558235,262.5501217689393
10276177,307.94336896089794
17574207,387.0624771441185
6840681,209.13527826579096
5364842,236.26824987447196
6844208,363.0722483259082
4213954,313.2285500973079
4278126,194.11084973495358
5331166,83.39194089635112
6274811,258.28527496931764
5536731,164.32429951148617
4928274,161.20279151553112
5703652,313.4633188281264
5638095,291.6063752480576
4856509,179.31629489448738
6628572,233.17557967688123
2084060,258.81452912065026
4888602,406.70419382814697
6889590,265.7917801781836
5356841,210.2151645578274
19412104,202.3056973334999
5168987,126.12605579420283
6774777,301.6108025309305
6828879,264.04846324637094
5642588,352.9104424190095
19285894,196.701591142613
4842770,191.29494554265236
6935059,138.41064534708434
6949561,264.7748453246443
5271748,357.2241509020654
12213086,355.1007617488088
17854218,288.6198773787391
19244373,190.36585147579368
19274370,294.2593835153189
11095395,184.86872080104433
4369669,209.61789149448168
3976813,150.63420505821819
6034882,290.8676147137534
11025401,62.56755553586933
6724616,284.0421585449988
2871925,109.98683079303483
5586536,250.826137430742
4683423,110.70860011308724
5815282,334.4387561585137
3252344,211.65235533652887
5894179,153.17285972623074
3752548,352.1612233797175
4086294,247.58985938931625
15483822,218.28150514089546
6668577,374.6020727307412
5703660,126.56456231460797
4109319,186.77126119656037
4969060,265.44693687762646
4102801,69.26116756246007
5228662,233.21709000905238
5488025,313.83973424807334
4723777,186.83438057180987
10844247,330.7152595761971
6138258,216.44310865728275
5272794,306.0207295879527
3877706,220.84497362041242
5699988,313.22121913820564
6761224,278.93948540504937
17647957,331.7046349606443
6761210,338.86114457125194
6539122,268.596163223225
10536903,345.83219109642533
6923006,293.5930055951008
5737395,411.759763368928
3999742,95.39443969492874
13102603,161.20101222322543
3111744,194.6150606575326
6157985,211.21667333699446
18473881,340.1345043241215
1757795,178.09693959879115
6184973,305.94647034648904
6684201,216.50869166913645
5905062,211.41743381384643
4154538,247.73404962688744
14210989,346.95292948209817
5648485,240.4301395602907
5481404,210.72815273666717
6595804,245.89178209060532
6476485,202.94414945840882
3015511,57.880469846971685
14313664,94.78185998092053
1375821,167.69821872805716
13188720,165.77968514370772
1375826,165.6019239402916
13193366,163.8526576965961
10632973,286.41597486510267
1186778,140.38969244477602
5964114,415.66797730707
5282311,133.5232094634414
5693315,157.72695108630347
4090372,332.1244940600423
6024382,218.53487872877253
12690275,224.81244553155247
6813641,239.28039693561777
10071336,201.83276088644686
5330876,84.19493588107937
17045497,155.7893957105921
6775053,263.9771929277523
5243453,172.41365401519158
5002355,85.04503767543034
5155607,180.8978846156621
6719635,312.2285685706807
4154231,259.7958847785498
6084862,229.0802168879501
4321720,95.41859403870853
4554458,157.85221310920141
4716647,277.2278156677071
6810723,216.82762446715608
2815407,95.86551268034059
6901757,320.29332129719586
5658544,164.93318116417683
3946593,192.26035884483673
12886080,125.74169855997354
5602511,383.2612612744483
4412729,121.36791944253292
5633930,155.27031659679304
6603184,223.95214584974417
5940472,212.37037594937658
4828739,390.95770667674867
6594037,294.12251278755514
3999349,313.7852450661496
3808526,306.6117979727693
6771499,117.76116805616617
6062485,264.7758935216291
6628558,314.5485572909473
5272502,187.245104615553
6290153,122.17965362987864
3682818,326.1106718752221
6767488,245.96737353932227
5998007,225.90431483745397
5999064,319.5092020809973
3181733,140.80795307116279
5039719,239.93280281288958
2896090,169.64566021518627
4273470,118.09479282388293
5844086,237.74104382319587
6346226,344.455917879027
3049540,142.7030179574326
6694775,371.5074468826767
